ID	LANGUAGE	FILENAME	NUMBER	FRENCH	MALAGASY	FORM
8156	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	83	main	tanana	tanagna
8157	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	84	aile	elatra	helatra
8158	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	85	ventre	kibo	kibo
8159	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	86	entrailles	tsinay	tsinay
8160	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	87	cou	vozona	vozogno
8161	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	88	dos	lamosina	tahezagna
8162	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	89	poitrine	tratra	tratra
8163	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	90	cœur	fo	fo
8164	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	91	foie	aty	aty
8165	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	92	boire	misotro	migiaka
8166	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	93	manger	mihinana	mihinagna
8167	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	94	mordre	manaikitra	magnekitry
8168	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	95	sucer	mifiaka	minono
8169	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	96	cracher	mandrehoka	mihika
8170	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	97	vomir	mandoa	mandoa
8171	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	98	souffler	mitsoka	mitsitro
8172	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	99	respirer	miaina	miaigny
8173	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	100	rire	mihomehy	mimoehy
8174	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	101	voir	mahita	mahita
8175	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	102	entendre	mihaino	mitandregny
8176	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	103	savoir	mahay	mahay
8177	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	104	penser	mieritreritra	mandiniky
8178	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	105	sentir (par le nez)	manimbolo	maharegny
8179	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	106	craindre	matahotra	matahotro
8180	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	107	dormir	matory	mandry
8181	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	108	vivre	velona	velogno
8182	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	109	mourir	maty	maty
8183	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	110	tuer	mamono	mamono
8184	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	111	se battre	miady	miady
8185	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	112	chasser	mihaza	mijoko
8186	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	113	frapper	mikapoka	mamiko
8187	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	114	couper	mandidy	manapaka
8188	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	115	fendre (diviser)	mamaky	mamaky
8189	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	116	poignarder	manatsatoka antsy	manomboko
8190	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	117	gratter	mikiky	mikiky
8191	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	118	creuser	mangady	mangady
8192	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	119	nager	milomano	milomagno
8193	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	120	voler	manidina	magnembagna
8194	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	121	aller	mandeha	mandeha
8195	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	122	venir	avy	avy
8196	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	123	être couche	mandry	mandry
8197	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	124	être assis	mipetraka	mantontry
8198	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	125	être debout	mitsangana	mitsangana
8199	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	126	tourner	mihodina	mihodigny
8200	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	127	tomber	mianjera	lavo
8201	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	128	donner	manome	magname
8202	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	129	tenir	mitantana	mitagna
8203	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	130	presser (comme un citron)	manery	mitery
8204	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	131	frotter	manakasoka	mandrokotro
8205	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	132	laver	manasa	manasa
8206	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	133	essuyer	mamafa	mamafa
8207	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	134	tirer	mitifitra	mitifitry
8208	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	135	pousser	manosika	manosiky
8209	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	136	jeter (lancer)	manoraka	manopy
8210	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	137	lier	mamehy	manohy
8211	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	138	coudre	manjaitra	manjaitry
8212	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	139	compter	manisa	magnisa
8213	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	140	dire	milaza	magnamabara
8214	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	141	chanter	mihira	mihira
8215	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	142	jouer	milalao	misoma
8216	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	143	flotter	mitsinkafona	mitsilay
8217	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	144	couler	mikoriana	mivalagna
8218	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	145	geler	mandry	mivaingagna
8219	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	146	gonfler	mibontsina	mibohaka
8220	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	147	soleil	masoandro	masova
8221	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	148	lune	volana	davolagna
8222	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	149	étoile	kintana	lakintagna
8223	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	150	eau	rano	rano
8224	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	151	pluie	orana	mahalegny
8225	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	152	rivière	renirano	ranomivalagna
8226	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	153	lac	farihy	matsabory
8227	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	154	mer	ranomasina	ranomasigny
8228	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	155	sel	sira	sira
8229	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	156	pierre	vato	vato
8230	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	157	sable	fasika	alagnagna
8231	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	158	poussière	vovoka	jofo
8232	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	159	terre	tany	tany
8233	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	160	nuage	rahona	rondro
8234	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	161	brouillard	zavona	zavogno
8235	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	162	ciel	lanitra	lagnitry
8236	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	163	vent	rivotra	rivotro
8237	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	164	neige	ranomandry	lanezy
8238	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	165	glace	ranomandry	gilasy
8239	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	166	fumée	setroka	tsemboko
8240	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	167	feu	afo	motro
8241	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	168	cendre	lavenona	jofo
8242	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	169	brûler	mandoro	magnoro
8243	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	170	route	lalana	lalagna
8244	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	171	montagne	tendrombohitra	tanety
8245	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	172	rouge	mena	mena
8246	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	173	vert	maitso	maitso
8247	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	174	jaune	mavo	fondragna
8248	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	175	blanc	fotsy	fotsy
8249	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	176	noir	mainty	mahintigny
8250	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	177	nuit	alina	aligny
8251	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	178	jour	andro	andro
8252	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	179	an (année)	taona	taogno
8253	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	180	chaud	mafana	mafana
8254	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	181	froid	mangatsiaka	manintsy
8255	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	182	plein	feno	feno
8256	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	183	nouveau	vaovao	vaovao
8257	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	184	vieux	antitra	antitry
8258	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	185	bon	tsara	tsara
8259	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	186	mauvais	ratsy	ratsy
8260	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	187	pourri	lo	lo
8261	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	188	sale	maloto	maloto
8262	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	189	droit	mahitsy	mahitsy
8263	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	190	rond	boribory	taboribory
8264	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	191	tranchant	maranitra	marangitry
8265	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	192	émoussé	dombo	malomogno
8266	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	193	lisse	malama	malamadamatra
8267	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	194	mouillé	mando	malamatra
8268	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	195	sec	maina	maigny
8269	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	196	juste (correct)	mety	manjary
8270	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	197	près	akaiky	marikitry
8271	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	198	loin	lavitra	lavitry
8272	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	199	droite	havanana	ankahery
8273	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	200	gauche	havia	ankavia
8274	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	201	à	any	agny
8275	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	202	dans	anaty	agnatiny
8276	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	203	avec	amin'ny	miaraka
8277	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	204	et	sy	ndraiky
8278	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	205	si	raha	izikoa
8279	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	206	parce que	satria	satria
8280	Tsimihety (Mampikony)	40-Tsimihety.Mampikony.txt	207	nom	anarana	agnaragna
8281	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	1	je	izaho	zaho
8282	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	2	tu	ianao	anao
8283	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	3	il	izy	izy
8284	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	4	nous	isika	atsika
8285	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	5	vous	ianareo	areo
8286	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	6	ils	izy ireo	zare
8287	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	7	ceci	ity	toy
8288	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	8	cela	izany	zegny
8289	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	9	ici	eto	eto
8290	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	10	là	ao	aroy
8291	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	11	qui	iza	azovy
8292	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	12	que (qu'est-ce que; quoi)	inona	ino
8293	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	13	où	aiza	aiza
8294	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	14	quand	oviana	afiriagna
8295	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	15	comment	ahoana	akory
8296	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	16	ne pas	tsy	aza
8297	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	17	tout	rehetra	jiaby
8298	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	18	beaucoup	betsaka	fontry
8299	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	19	quelques	vitsivitsy	vitsy
8300	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	20	peu	kely	hely
8301	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	21	autre	hafa	hafa
8302	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	22	un	iray	araiky
8303	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	23	deux	roa	aroa
8304	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	24	trois	telo	telo
8305	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	25	quatre	efatra	efatra
8306	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	26	cinq	dimy	dimy
8307	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	27	grand	lehibe	geda
8308	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	28	long	lava	lava
8309	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	29	large	malalaka	malalaka
8310	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	30	épais	matevina	matevigny
8311	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	31	lourd	mavesatra	mavesatra
8312	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	32	petit	kely	hely
8313	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	33	court	fohy	fohy
8314	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	34	étroit	tery	mahety
8315	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	35	fin	manify	matify
8316	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	36	femme	vehivavy	vaiavy
8317	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	37	homme (mâle adulte)	lehilahy	lalahy
8318	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	38	homme (être humain)	olona	ologno
8319	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	39	enfant	zaza	zaza
8320	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	40	femme (épouse)	vady	vady
8321	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	41	mari	vady	vady
8322	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	42	mère	reny	mama
8323	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	43	père	ray	papa
8324	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	44	animal	biby	kaka
8325	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	45	poisson	trondro	laoko
8326	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	46	oiseau	vorona	vorogno
8327	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	47	chien	alika	amboa
8328	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	48	pou	hao	hao
8329	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	49	serpent	bibilava	bibilava
8330	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	50	ver	kankana	hankagna
8331	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	51	arbre	hazo	kakazo
8332	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	52	forêt	ala	atiala
8333	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	53	bâton	kibay	kobay
8334	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	54	fruit	voankazo	voandraha
8335	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	55	graine	voa	voany
8336	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	56	feuille	ravina	raviny
8337	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	57	racine	faka	vahiny
8338	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	58	écorce	hodi-kazo	hodinkakazo
8339	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	59	fleur	voninkazo	folera
8340	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	60	herbe	ahitra	ahitry
8341	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	61	corde	tady	tady
8342	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	62	peau	hoditra	hoditry
8343	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	63	viande	hena	hena
8344	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	64	sang	ra	lio
8345	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	65	os	taolana	taholagna
8346	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	66	graisse (matière)	taviny	taviny
8347	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	67	œuf	atody	antoly
8348	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	68	corne	tandroka	tandroko
8349	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	69	queue	rambo	ohy
8350	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	70	plume	volom-borona	volomborogno
8351	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	71	cheveux	volo	volo
8352	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	72	tête	loha	loha
8353	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	73	oreille	sofina	sofigny
8354	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	74	œil	maso	maso
8355	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	75	nez	orona	orogno
8356	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	76	bouche	vava	vava
8357	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	77	dent	nify	nify
8358	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	78	langue	lela	lela
8359	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	79	ongle	hoho	angofo
8360	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	80	pied	tongotra	tongotro
8361	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	81	jambe	ranjo	vavitsy
8362	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	82	genou	lohalika	lohalitry
8363	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	83	main	tanana	tagnagna
8364	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	84	aile	elatra	helatra
8365	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	85	ventre	kibo	boko
8366	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	86	entrailles	tsinay	tsinay
8367	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	87	cou	vozona	ambozogno
8368	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	88	dos	lamosina	tahezagna
8369	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	89	poitrine	tratra	tratra
8370	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	90	cœur	fo	fo
8371	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	91	foie	aty	aty
8372	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	92	boire	misotro	migiaka
8373	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	93	manger	mihinana	mihinana
8374	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	94	mordre	manaikitra	magnekitry
8375	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	95	sucer	mifiaka	minono
8376	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	96	cracher	mandrehoka	mihaka
8377	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	97	vomir	mandoa	mandoa
8378	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	98	souffler	mitsoka	mitsitro
8379	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	99	respirer	miaina	miaigny
8380	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	100	rire	mihomehy	mimoehy
8381	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	101	voir	mahita	mahita
8382	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	102	entendre	mihaino	mitandregny
8383	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	103	savoir	mahay	mahay
8384	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	104	penser	mieritreritra	mieritreritra
8385	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	105	sentir (par le nez)	manimbolo	mifofogno
8386	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	106	craindre	matahotra	matahotro
8387	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	107	dormir	matory	mandry
8388	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	108	vivre	velona	velogno
8389	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	109	mourir	maty	maty
8390	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	110	tuer	mamono	mamono
8391	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	111	se battre	miady	miady
8392	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	112	chasser	mihaza	mihaza
8393	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	113	frapper	mikapoka	mamboboka
8394	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	114	couper	mandidy	mandidy
8395	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	115	fendre (diviser)	mamaky	mamaky
8396	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	116	poignarder	manatsatoka antsy	manomboko kiso
8397	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	117	gratter	mikiky	magnisiky
8398	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	118	creuser	mangady	mangady
8399	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	119	nager	milomano	milomagno
8400	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	120	voler	manidina	magnembana
8401	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	121	aller	mandeha	mandeha
8402	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	122	venir	avy	havy
8403	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	123	être couche	mandry	mandry
8404	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	124	être assis	mipetraka	mantotry
8405	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	125	être debout	mitsangana	mitsangagna
8406	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	126	tourner	mihodina	mihodigny
8407	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	127	tomber	mianjera	lavo
8408	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	128	donner	manome	magname
8409	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	129	tenir	mitantana	mitagna
8410	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	130	presser (comme un citron)	manery	manery
8411	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	131	frotter	manakasoka	mandrokotro
8412	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	132	laver	manasa	manasa
8413	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	133	essuyer	mamafa	mamafa
8414	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	134	tirer	mitifitra	mitifitry
8415	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	135	pousser	manosika	manosiky
8416	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	136	jeter (lancer)	manoraka	manipy
8417	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	137	lier	mamehy	mamehy
8418	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	138	coudre	manjaitra	manjaitry
8419	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	139	compter	manisa	magnisa
8420	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	140	dire	milaza	mivolagna
8421	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	141	chanter	mihira	mihira
8422	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	142	jouer	milalao	misoma
8423	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	143	flotter	mitsinkafona	mitsingevegna
8424	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	144	couler	mikoriana	mivalagna
8425	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	145	geler	mandry	mandry
8426	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	146	gonfler	mibontsina	mibohoka
8427	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	147	soleil	masoandro	masova
8428	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	148	lune	volana	davolagna
8429	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	149	étoile	kintana	lakintagna
8430	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	150	eau	rano	rano
8431	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	151	pluie	orana	oragnandro
8432	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	152	rivière	renirano	tegnarano
8433	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	153	lac	farihy	farihy
8434	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	154	mer	ranomasina	ranomasigny
8435	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	155	sel	sira	sira
8436	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	156	pierre	vato	vato
8437	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	157	sable	fasika	fasiky
8438	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	158	poussière	vovoka	vovoko
8439	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	159	terre	tany	tany
8440	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	160	nuage	rahona	rondro
8441	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	161	brouillard	zavona	zavogno
8442	Tsimihety (Andapa)	41-Tsimihety.Andapa.txt	162	ciel	lanitra	lagnitry
